Tissue	Module	Id	Symbol	is.hub
Metabolite	M2	X566	phenylpyruvate	no
Metabolite	M2	X57330	lignoceroyl sphingomyelin (d18:1/24:0)	no
Metabolite	M2	X57331	behenoyl dihydrosphingomyelin (d18:0/22:0)*	no
Metabolite	M2	X57365	myristoyl dihydrosphingomyelin (d18:0/14:0)*	no
Metabolite	M2	X57372	N-behenoyl-sphingadienine (d18:2/22:0)*	no
Metabolite	M2	X57416	N-palmitoyl-sphingadienine (d18:2/16:0)*	no
Metabolite	M2	X57432	ceramide (d18:1/14:0, d16:1/16:0)*	no
Metabolite	M2	X57440	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	no
Metabolite	M2	X57443	ceramide (d18:2/24:1, d18:1/24:2)*	no
Metabolite	M2	X57461	argininate*	yes
Metabolite	M2	X57473	sphingomyelin (d18:0/18:0, d19:0/17:0)*	no
Metabolite	M2	X57474	sphingomyelin (d18:2/18:1)*	no
Metabolite	M2	X57475	sphingomyelin (d18:1/19:0, d19:1/18:0)*	no
Metabolite	M2	X57476	sphingomyelin (d18:0/20:0, d16:0/22:0)*	no
Metabolite	M2	X57477	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	no
Metabolite	M2	X57478	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	no
Metabolite	M2	X57479	sphingomyelin (d18:2/24:2)*	no
Metabolite	M2	X57480	sphingomyelin (d18:2/21:0, d16:2/23:0)*	no
Metabolite	M2	X57481	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	no
Metabolite	M2	X57482	sphingomyelin (d18:2/23:1)*	no
Metabolite	M2	X57483	sphingomyelin (d17:2/16:0, d18:2/15:0)*	no
Metabolite	M2	X575	arabinose	no
Metabolite	M2	X57591	beta-cryptoxanthin	no
Metabolite	M2	X57635	carotene diol (1)	no
Metabolite	M2	X57636	carotene diol (2)	no
Metabolite	M2	X57637	carotene diol (3)	no
Metabolite	M2	X57714	X - 24947	no
Metabolite	M2	X57747	3-methylglutaconate	no
Metabolite	M2	X57810	nisinate (24:6n3)	no
Metabolite	M2	X59	histidine	no
Metabolite	M2	X590	hypotaurine	no
Metabolite	M2	X60	leucine	no
Metabolite	M2	X605	uracil	no
Metabolite	M2	X61846	androsterone glucuronide	no
Metabolite	M2	X61881	glucuronide of C10H18O2 (1)*	no
Metabolite	M2	X61887	glucuronide of C10H18O2 (7)*	no
Metabolite	M2	X62062	3-hydroxystachydrine*	no
Metabolite	M2	X62068	N-methylhydroxyproline**	no
Metabolite	M2	X62104	gamma-glutamylcitrulline*	no
Metabolite	M2	X62152	sphingomyelin (d17:1/14:0, d16:1/15:0)*	no
Metabolite	M2	X62277	hydroxy-CMPF*	no
Metabolite	M2	X62500	X - 25271	no
Metabolite	M2	X62503	6-bromotryptophan	no
Metabolite	M2	X62714	X - 25417	no
Metabolite	M2	X62716	X - 25419	no
Metabolite	M2	X62793	tetrahydrocortisol sulfate (1)	no
Metabolite	M2	X62851	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	no
Metabolite	M2	X62863	3-formylindole	no
Metabolite	M2	X62921	pregnenetriol disulfate*	no
Metabolite	M2	X62922	pregnenetriol sulfate*	no
Metabolite	M2	X62946	1-methyl-5-imidazoleacetate	no
Metabolite	M2	X62950	2S,3R-dihydroxybutyrate	no
Metabolite	M2	X62959	hydroxy-N6,N6,N6-trimethyllysine*	no
Metabolite	M2	X62963	X - 25519	no
Metabolite	M2	X62964	X - 25520	no
Metabolite	M2	X62984	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	no
Metabolite	M2	X63	cholesterol	yes
Metabolite	M2	X63042	2,6-dihydroxybenzoic acid	no
Metabolite	M2	X63109	2R,3R-dihydroxybutyrate	no
Metabolite	M2	X63152	ethyl alpha-glucopyranoside	no
Metabolite	M2	X63191	branched chain 14:0 dicarboxylic acid**	no
Metabolite	M2	X63251	11beta-hydroxyandrosterone glucuronide	no
Metabolite	M2	X63264	pentose acid*	no
Metabolite	M2	X63583	3-indoleglyoxylic acid	no
Metabolite	M2	X63592	X - 25810	no
Metabolite	M2	X63699	GlcNAc sulfate conjugate of C21H34O2 steroid**	no
Metabolite	M2	X64	phenylalanine	no
Metabolite	M20	X17945	2-hydroxystearate	no
Metabolite	M20	X19266	2-arachidonoylglycerol (20:4)	no
Metabolite	M20	X19324	1-stearoyl-GPI (18:0)	no
Metabolite	M20	X21184	1-oleoylglycerol (18:1)	no
Metabolite	M20	X21232	2-oleoylglycerol (18:1)	no
Metabolite	M20	X27447	1-linoleoylglycerol (18:2)	no
Metabolite	M20	X32506	2-linoleoylglycerol (18:2)	no
Metabolite	M20	X34214	1-arachidonoyl-GPI (20:4)*	no
Metabolite	M20	X34393	1-linolenoylglycerol (18:3)	no
Metabolite	M20	X34397	1-arachidonylglycerol (20:4)	no
Metabolite	M20	X34437	1-stearoyl-GPG (18:0)	no
Metabolite	M20	X35153	1-docosahexaenoylglycerol (22:6)	no
Metabolite	M20	X35305	1-palmitoyl-GPI (16:0)	no
Metabolite	M20	X36594	1-linoleoyl-GPI (18:2)*	no
Metabolite	M20	X36602	1-oleoyl-GPI (18:1)	no
Metabolite	M20	X45968	1-oleoyl-GPG (18:1)*	no
Metabolite	M20	X45970	1-palmitoyl-GPG (16:0)*	no
Metabolite	M20	X46798	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	no
Metabolite	M20	X46799	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	no
Metabolite	M20	X48341	1-dihomo-linolenylglycerol (20:3)	no
Metabolite	M20	X48569	acesulfame	no
Metabolite	M20	X52431	1-palmitoleoylglycerol (16:1)*	no
Metabolite	M20	X52634	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	no
Metabolite	M20	X52665	X - 24435	no
Metabolite	M20	X52690	1-linoleoyl-GPA (18:2)*	no
Metabolite	M20	X52944	palmitoylcholine	no
Metabolite	M20	X53258	eicosapentaenoylcholine	no
Metabolite	M20	X53260	oleoylcholine	no
Metabolite	M20	X53261	arachidonoylcholine	no
Metabolite	M20	X53262	dihomo-linolenoyl-choline	no
Metabolite	M20	X53263	docosahexaenoylcholine	no
Metabolite	M20	X54885	1-linoleoyl-GPG (18:2)*	no
Metabolite	M20	X54955	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	no
Metabolite	M20	X54956	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	no
Metabolite	M20	X54960	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	no
Metabolite	M20	X54961	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	no
Metabolite	M20	X54967	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	no
Metabolite	M20	X54968	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	no
Metabolite	M20	X54969	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	no
Metabolite	M20	X57373	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	no
Metabolite	M20	X57463	linoleoylcholine*	no
Metabolite	M20	X57464	stearoylcholine*	no
Metabolite	M20	X61836	THC carboxylic acid	no
Metabolite	M20	X61848	THC carboxylic acid glucuronide	no
Metabolite	M21	X1105	linoleate (18:2n6)	no
Metabolite	M21	X1110	arachidonate (20:4n6)	no
Metabolite	M21	X1118	arachidate (20:0)	no
Metabolite	M21	X1121	margarate (17:0)	no
Metabolite	M21	X1336	palmitate (16:0)	yes
Metabolite	M21	X1356	nonadecanoate (19:0)	no
Metabolite	M21	X1358	stearate (18:0)	no
Metabolite	M21	X1361	pentadecanoate (15:0)	no
Metabolite	M21	X1365	myristate (14:0)	no
Metabolite	M21	X15122	glycerol	no
Metabolite	M21	X1552	erucate (22:1n9)	no
Metabolite	M21	X1645	laurate (12:0)	no
Metabolite	M21	X17805	dihomo-linoleate (20:2n6)	no
Metabolite	M21	X18467	eicosapentaenoate (EPA; 20:5n3)	no
Metabolite	M21	X20675	1,5-anhydroglucitol (1,5-AG)	no
Metabolite	M21	X21151	saccharin	no
Metabolite	M21	X32415	docosadienoate (22:2n6)	no
Metabolite	M21	X32417	docosatrienoate (22:3n3)	no
Metabolite	M21	X32418	myristoleate (14:1n5)	no
Metabolite	M21	X32462	N-linoleoylglycine	no
Metabolite	M21	X32497	10-undecenoate (11:1n1)	no
Metabolite	M21	X32504	docosapentaenoate (n3 DPA; 22:5n3)	no
Metabolite	M21	X32553	phenol sulfate	no
Metabolite	M21	X32980	adrenate (22:4n6)	no
Metabolite	M21	X33443	valerate (5:0)	no
Metabolite	M21	X33447	palmitoleate (16:1n7)	no
Metabolite	M21	X33587	eicosenoate (20:1)	no
Metabolite	M21	X33969	stearidonate (18:4n3)	no
Metabolite	M21	X33971	10-heptadecenoate (17:1n7)	no
Metabolite	M21	X33972	10-nonadecenoate (19:1n9)	no
Metabolite	M21	X34035	linolenate [alpha or gamma; (18:3n3 or 6)]	no
Metabolite	M21	X35322	hydroquinone sulfate	no
Metabolite	M21	X35675	2-hydroxypalmitate	no
Metabolite	M21	X35718	dihomo-linolenate (20:3n3 or n6)	no
Metabolite	M21	X37478	docosapentaenoate (n6 DPA; 22:5n6)	no
Metabolite	M21	X37752	13-HODE + 9-HODE	no
Metabolite	M21	X38102	oleoyl ethanolamide	no
Metabolite	M21	X38165	palmitoyl ethanolamide	no
Metabolite	M21	X38271	pristanate	no
Metabolite	M21	X38293	(12 or 13)-methylmyristate (a15:0 or i15:0)	no
Metabolite	M21	X38296	(16 or 17)-methylstearate (a19:0 or i19:0)	no
Metabolite	M21	X38768	(14 or 15)-methylpalmitate (a17:0 or i17:0)	no
Metabolite	M21	X39730	N-stearoyltaurine	no
Metabolite	M21	X39732	N-oleoyltaurine	no
Metabolite	M21	X42092	N-palmitoylglycine	no
Metabolite	M21	X44675	docosahexaenoate (DHA; 22:6n3)	no
Metabolite	M21	X46521	X - 11852	no
Metabolite	M21	X47120	9-hydroxystearate	no
Metabolite	M21	X47788	X - 13431	no
Metabolite	M21	X52285	oleate/vaccenate (18:1)	yes
Metabolite	M21	X52608	linoleoyl ethanolamide	no
Metabolite	M21	X52747	phenol glucuronide	no
Metabolite	M21	X52813	X - 24494	no
Metabolite	M21	X52938	3-hydroxystearate	no
Metabolite	M21	X57467	docosatrienoate (22:3n6)*	no
Metabolite	M21	X57652	hexadecadienoate (16:2n6)	no
Metabolite	M21	X57664	N-oleoylserine	no
Metabolite	M21	X598	phytanate	no
Metabolite	M21	X607	trans-urocanate	no
Metabolite	M21	X61698	2-hydroxynervonate*	no
Metabolite	M21	X61700	2-hydroxyarachidate*	no
Metabolite	M21	X61702	2-hydroxyphytanate*	no
Metabolite	M21	X61866	heptenedioate (C7:1-DC)*	no
Metabolite	M21	X62918	tetradecadienedioate (C14:2-DC)*	no
Metabolite	M21	X62919	tridecenedioate (C13:1-DC)*	no
Metabolite	M21	X63597	4-allylcatechol sulfate	no
Metabolite	M21	X63612	4-methylnonanoylcarnitine	no
Metabolite	M21	X63613	undecenoylcarnitine (C11:1)	no
Metabolite	M21	X63685	decadienedioic acid (C10:2-DC)**	no
Metabolite	M22	X1419	5-methylthioadenosine (MTA)	no
Metabolite	M22	X1437	succinate	no
Metabolite	M22	X1496	methylmalonate (MMA)	no
Metabolite	M22	X15443	glucuronate	no
Metabolite	M22	X1584	methyl indole-3-acetate	no
Metabolite	M22	X1648	serine	no
Metabolite	M22	X27513	indoleacetate	no
Metabolite	M22	X32578	X - 11261	no
Metabolite	M22	X33949	gamma-glutamylglycine	no
Metabolite	M22	X42087	indoleacetylglutamine	no
Metabolite	M22	X42381	gamma-CEHC glucuronide*	no
Metabolite	M22	X44876	gamma-CEHC	no
Metabolite	M22	X46266	X - 15486	no
Metabolite	M22	X46363	X - 21319	no
Metabolite	M22	X46488	X - 11847	no
Metabolite	M22	X46602	X - 11478	no
Metabolite	M22	X46607	X - 11849	no
Metabolite	M22	X46657	X - 14939	no
Metabolite	M22	X46673	X - 16576	no
Metabolite	M22	X46683	X - 16944	no
Metabolite	M22	X46701	X - 19141	no
Metabolite	M22	X47013	X - 16570	no
Metabolite	M22	X47671	X - 18921	no
Metabolite	M22	X47773	X - 22509	no
Metabolite	M22	X47988	X - 16087	no
Metabolite	M22	X49557	X - 23680	no
Metabolite	M22	X52877	X - 24556	no
Metabolite	M22	X52929	3,4-methyleneheptanoylcarnitine	no
Metabolite	M22	X53026	3,4-methyleneheptanoate	no
Metabolite	M22	X58	glycine	no
Metabolite	M22	X61871	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	no
Metabolite	M22	X62145	glycine conjugate of C10H12O2*	no
Metabolite	M22	X62146	glycine conjugate of C10H14O2 (1)*	yes
Metabolite	M22	X62279	indoleacetoylcarnitine*	no
Metabolite	M22	X62286	delta-CEHC glucuronide	no
Metabolite	M22	X62287	delta-CEHC	no
Metabolite	M22	X63616	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	no
Metabolite	M22	X63650	carnitine of C10H14O2 (5)*	yes
Metabolite	M23	X1642	caprate (10:0)	no
Metabolite	M23	X22001	3-hydroxyoctanoate	no
Metabolite	M23	X22053	3-hydroxydecanoate	no
Metabolite	M23	X32328	hexanoylcarnitine (C6)	no
Metabolite	M23	X32457	3-hydroxylaurate	no
Metabolite	M23	X32492	caprylate (8:0)	no
Metabolite	M23	X33936	octanoylcarnitine (C8)	no
Metabolite	M23	X33941	decanoylcarnitine (C10)	no
Metabolite	M23	X33952	myristoylcarnitine (C14)	no
Metabolite	M23	X33968	5-dodecenoate (12:1n7)	no
Metabolite	M23	X34409	stearoylcarnitine (C18)	no
Metabolite	M23	X34534	laurylcarnitine (C12)	no
Metabolite	M23	X35160	oleoylcarnitine (C18:1)	no
Metabolite	M23	X38178	cis-4-decenoylcarnitine (C10:1)	no
Metabolite	M23	X44664	glutarylcarnitine (C5-DC)	no
Metabolite	M23	X44681	palmitoylcarnitine (C16)	no
Metabolite	M23	X46223	linoleoylcarnitine (C18:2)*	no
Metabolite	M23	X46398	X - 21353	no
Metabolite	M23	X46640	X - 15469	no
Metabolite	M23	X46674	X - 21607	no
Metabolite	M23	X47783	X - 22519	no
Metabolite	M23	X47802	X - 16397	no
Metabolite	M23	X47804	X - 16580	no
Metabolite	M23	X47820	X - 17335	no
Metabolite	M23	X48182	myristoleoylcarnitine (C14:1)*	no
Metabolite	M23	X49555	X - 23678	no
Metabolite	M23	X49681	X - 23782	no
Metabolite	M23	X53223	palmitoleoylcarnitine (C16:1)*	no
Metabolite	M23	X53230	3-hydroxyhexanoate	no
Metabolite	M23	X57511	linolenoylcarnitine (C18:3)*	no
Metabolite	M23	X57512	margaroylcarnitine (C17)*	no
Metabolite	M23	X57513	arachidoylcarnitine (C20)*	no
Metabolite	M23	X57515	lignoceroylcarnitine (C24)*	no
Metabolite	M23	X57516	cerotoylcarnitine (C26)*	no
Metabolite	M23	X57517	ximenoylcarnitine (C26:1)*	no
Metabolite	M23	X57518	arachidonoylcarnitine (C20:4)	no
Metabolite	M23	X57519	eicosenoylcarnitine (C20:1)*	no
Metabolite	M23	X57520	dihomo-linoleoylcarnitine (C20:2)*	no
Metabolite	M23	X57521	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	no
Metabolite	M23	X61769	5-dodecenoylcarnitine (C12:1)	no
Metabolite	M23	X61775	nonanoylcarnitine (C9)	no
Metabolite	M23	X61840	3-hydroxyoleoylcarnitine	no
Metabolite	M23	X61843	3-hydroxyoleate*	no
Metabolite	M23	X62276	dodecadienoate (12:2)*	no
Metabolite	M23	X62850	tetradecadienoate (14:2)*	no
Metabolite	M23	X62873	cis-4-decenoate (10:1n6)*	no
Metabolite	M23	X63358	3-hydroxydecanoylcarnitine	no
Metabolite	M23	X63361	3-decenoylcarnitine	no
Metabolite	M23	X63436	(2 or 3)-decenoate (10:1n7 or n8)	no
Metabolite	M23	X63615	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	no
Metabolite	M23	X63617	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (3)*	no
Metabolite	M23	X63683	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	no
Metabolite	M24	X15730	suberate (C8-DC)	no
Metabolite	M24	X18362	azelate (C9-DC)	no
Metabolite	M24	X22036	2-hydroxyoctanoate	no
Metabolite	M24	X27710	N-acetylglycine	no
Metabolite	M24	X31928	2-methylbutyrylglycine	no
Metabolite	M24	X31943	3-hydroxysebacate	no
Metabolite	M24	X32198	acetylcarnitine (C2)	no
Metabolite	M24	X32388	dodecanedioate (C12-DC)	no
Metabolite	M24	X32398	sebacate (C10-DC)	no
Metabolite	M24	X32426	I-urobilinogen	no
Metabolite	M24	X33963	acetoacetate	no
Metabolite	M24	X35436	hexanoylglycine	no
Metabolite	M24	X35527	4-hydroxyhippurate	no
Metabolite	M24	X35669	tetradecanedioate (C14-DC)	no
Metabolite	M24	X35678	hexadecanedioate (C16-DC)	no
Metabolite	M24	X36754	octadecanedioate (C18-DC)	no
Metabolite	M24	X37073	alpha-hydroxycaproate	no
Metabolite	M24	X37536	12-HETE	no
Metabolite	M24	X38395	12,13-DiHOME	no
Metabolite	M24	X38399	9,10-DiHOME	no
Metabolite	M24	X39609	16-hydroxypalmitate	no
Metabolite	M24	X40007	carboxyethyl-GABA	no
Metabolite	M24	X42489	2-hydroxydecanoate	no
Metabolite	M24	X43264	(R)-3-hydroxybutyrylcarnitine	no
Metabolite	M24	X43343	2-aminooctanoate	no
Metabolite	M24	X43549	N-formylanthranilic acid	no
Metabolite	M24	X43592	4-methylbenzenesulfonate	no
Metabolite	M24	X43761	2-aminoheptanoate	no
Metabolite	M24	X46590	X - 07765	no
Metabolite	M24	X46658	X - 15220	no
Metabolite	M24	X46695	X - 18913	no
Metabolite	M24	X46700	X - 18922	no
Metabolite	M24	X46705	X - 17438	no
Metabolite	M24	X46905	X - 21736	no
Metabolite	M24	X46960	sulfate*	no
Metabolite	M24	X46985	X - 12193	no
Metabolite	M24	X47006	X - 21829	no
Metabolite	M24	X47014	X - 12839	no
Metabolite	M24	X47203	X - 13007	no
Metabolite	M24	X47204	X - 14904	no
Metabolite	M24	X47642	X - 12101	no
Metabolite	M24	X47993	X - 17010	no
Metabolite	M24	X48047	X - 18886	no
Metabolite	M24	X48048	X - 18888	no
Metabolite	M24	X48081	X - 22776	no
Metabolite	M24	X48429	methyl-4-hydroxybenzoate sulfate	no
Metabolite	M24	X48433	N-formylphenylalanine	no
Metabolite	M24	X48460	propyl 4-hydroxybenzoate sulfate	no
Metabolite	M24	X48972	X - 23276	no
Metabolite	M24	X49542	X - 23665	no
Metabolite	M24	X52524	X - 24328	no
Metabolite	M24	X52984	(S)-3-hydroxybutyrylcarnitine	no
Metabolite	M24	X53224	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	no
Metabolite	M24	X542	3-hydroxybutyrate (BHBA)	no
Metabolite	M24	X54907	hexanoylglutamine	no
Metabolite	M24	X54910	vanillactate	no
Metabolite	M24	X57716	X - 24949	no
Metabolite	M24	X6146	2-aminoadipate	no
Metabolite	M24	X61785	butenoylglycine	no
Metabolite	M24	X61798	trans-2-hexenoylglycine	no
Metabolite	M24	X61860	octadecadienedioate (C18:2-DC)*	no
Metabolite	M24	X61861	octadecenedioate (C18:1-DC)*	no
Metabolite	M24	X61862	hexadecenedioate (C16:1-DC)*	no
Metabolite	M24	X61864	dodecenedioate (C12:1-DC)*	no
Metabolite	M24	X61865	octadecenedioylcarnitine (C18:1-DC)*	no
Metabolite	M24	X61867	octadecanedioylcarnitine (C18-DC)*	no
Metabolite	M24	X62059	N-acetyl-2-aminooctanoate*	no
Metabolite	M24	X62064	3-hydroxybutyroylglycine**	no
Metabolite	M24	X62069	3-hydroxyadipate*	no
Metabolite	M24	X62557	3-hydroxyhexanoylcarnitine (1)	no
Metabolite	M24	X62735	4-methylhexanoylglutamine	no
Metabolite	M24	X62915	3-hydroxydodecanedioate*	no
Metabolite	M24	X63120	2-ketocaprylate	no
Metabolite	M24	X63357	2-hydroxysebacate	no
Metabolite	M24	X63657	glutamine conjugate of C6H10O2 (1)*	no
Metabolite	M24	X63658	glutamine conjugate of C7H12O2*	no
Metabolite	M24	X63660	glutamine conjugate of C6H10O2 (2)*	no
Metabolite	M25	X1516	sarcosine	no
Metabolite	M25	X1600	phosphoethanolamine	no
Metabolite	M25	X17747	sphingosine	no
Metabolite	M25	X17769	sphinganine	no
Metabolite	M25	X21025	iminodiacetate (IDA)	no
Metabolite	M25	X22163	EDTA	no
Metabolite	M25	X22176	cysteine s-sulfate	no
Metabolite	M25	X22185	N-acetylaspartate (NAA)	no
Metabolite	M25	X2342	serotonin	no
Metabolite	M25	X32984	N-alpha-acetylornithine	no
Metabolite	M25	X34396	choline phosphate	no
Metabolite	M25	X34445	sphingosine 1-phosphate	no
Metabolite	M25	X43847	glycerol 3-phosphate	no
Metabolite	M25	X44688	maltotriose	no
Metabolite	M25	X46687	X - 18779	no
Metabolite	M25	X47955	X - 12906	no
Metabolite	M25	X49512	X - 23636	no
Metabolite	M25	X52501	X - 24306	no
Metabolite	M25	X52502	X - 24307	no
Metabolite	M25	X52605	sphinganine-1-phosphate	no
Metabolite	M25	X52779	X - 24462	no
Metabolite	M25	X53229	2-methylserine	no
Metabolite	M25	X57426	sphingadienine	no
Metabolite	M25	X57699	cortolone glucuronide (1)	no
Metabolite	M25	X57754	X - 24970	no
Metabolite	M25	X57776	N-oxalyl glycine (NOG)	no
Metabolite	M25	X62151	X - 25172	no
Metabolite	M25	X63061	pantoate	no
Metabolite	M25	X63332	X - 25656	no
Metabolite	M26	X1508	pantothenate	no
Metabolite	M26	X15778	benzoate	no
Metabolite	M26	X1651	pyridoxal	no
Metabolite	M26	X31555	pyridoxate	no
Metabolite	M26	X36776	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	no
Metabolite	M26	X39831	eicosanedioate (C20-DC)	no
Metabolite	M26	X39837	docosadioate (C22-DC)	no
Metabolite	M26	X43507	3b-hydroxy-5-cholenoic acid	no
Metabolite	M26	X46359	X - 21315	no
Metabolite	M26	X46384	X - 21339	no
Metabolite	M26	X46390	X - 11308	yes
Metabolite	M26	X46594	X - 11372	no
Metabolite	M26	X46595	X - 11378	no
Metabolite	M26	X46608	X - 11880	no
Metabolite	M26	X46639	X - 12851	no
Metabolite	M26	X46681	X - 16935	no
Metabolite	M26	X46707	X - 17653	no
Metabolite	M26	X46709	X - 17654	no
Metabolite	M26	X47390	X - 12015	no
Metabolite	M26	X47670	X - 18899	no
Metabolite	M26	X47824	X - 17346	no
Metabolite	M26	X48441	4-hydroxychlorothalonil	no
Metabolite	M26	X52916	2-hydroxylaurate	no
Metabolite	M26	X53267	X - 24748	no
Metabolite	M26	X54805	3beta-hydroxy-5-cholestenoate	no
Metabolite	M26	X57564	perfluorooctanesulfonate (PFOS)	no
Metabolite	M26	X57718	X - 24951	no
Metabolite	M26	X57720	X - 24953	no
Metabolite	M26	X62071	perfluorooctanoate (PFOA)	no
Metabolite	M26	X62496	X - 25267	no
Metabolite	M26	X62923	eicosenedioate (C20:1-DC)*	no
Metabolite	M26	X63589	3,5-dichloro-2,6-dihydroxybenzoic acid	no
Metabolite	M26	X63681	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	no
Metabolite	M27	X1126	alanine	no
Metabolite	M27	X21049	1,6-anhydroglucose	no
Metabolite	M27	X37063	gamma-glutamylalanine	no
Metabolite	M27	X40062	4-hydroxy-2-oxoglutaric acid	no
Metabolite	M27	X43802	guanidinoacetate	no
Metabolite	M27	X46261	X - 19438	no
Metabolite	M27	X46616	X - 12411	no
Metabolite	M27	X46632	X - 14056	no
Metabolite	M27	X46661	X - 15245	no
Metabolite	M27	X46665	X - 15674	no
Metabolite	M27	X46685	X - 16964	no
Metabolite	M27	X46909	X - 21740	no
Metabolite	M27	X48076	X - 22771	no
Metabolite	M27	X48674	umbelliferone sulfate	no
Metabolite	M27	X48990	pyruvate	yes
Metabolite	M27	X52483	X - 24295	no
Metabolite	M27	X527	lactate	no
Metabolite	M27	X528	alpha-ketoglutarate	no
Metabolite	M27	X53231	thioproline	no
Metabolite	M27	X62636	X - 25343	yes
Metabolite	M27	X63908	X - 25957	no
Metabolite	M28	X18254	paraxanthine	no
Metabolite	M28	X18335	quinate	no
Metabolite	M28	X18392	theobromine	no
Metabolite	M28	X18394	theophylline	no
Metabolite	M28	X20699	erythritol	no
Metabolite	M28	X32391	1,3-dimethylurate	yes
Metabolite	M28	X32445	3-methylxanthine	no
Metabolite	M28	X34389	1-methylxanthine	no
Metabolite	M28	X34390	7-methylxanthine	no
Metabolite	M28	X34395	1-methylurate	yes
Metabolite	M28	X34400	1,7-dimethylurate	no
Metabolite	M28	X34401	5-acetylamino-6-formylamino-3-methyluracil	no
Metabolite	M28	X34424	5-acetylamino-6-amino-3-methyluracil	no
Metabolite	M28	X35320	catechol sulfate	no
Metabolite	M28	X37445	4-hydroxycoumarin	no
Metabolite	M28	X46111	guaiacol sulfate	no
Metabolite	M28	X46487	X - 21442	no
Metabolite	M28	X46627	X - 12740	no
Metabolite	M28	X46645	X - 13728	no
Metabolite	M28	X46923	X - 21752	no
Metabolite	M29	X1505	orotate	no
Metabolite	M29	X1898	proline	no
Metabolite	M29	X20676	maleate	no
Metabolite	M29	X21132	2,3-dihydroxypyridine	no
Metabolite	M29	X2125	taurine	no
Metabolite	M29	X22158	citramalate	no
Metabolite	M29	X31536	N-(2-furoyl)glycine	no
Metabolite	M29	X32401	trigonelline (N'-methylnicotinate)	no
Metabolite	M29	X34404	1,3,7-trimethylurate	no
Metabolite	M29	X35635	3-(3-hydroxyphenyl)propionate	no
Metabolite	M29	X36099	4-ethylphenylsulfate	no
Metabolite	M29	X39600	3-hydroxyhippurate	no
Metabolite	M29	X42370	S-1-pyrroline-5-carboxylate	no
Metabolite	M29	X44620	4-acetylphenol sulfate	no
Metabolite	M29	X46318	X - 12714	no
Metabolite	M29	X46610	X - 12007	no
Metabolite	M29	X47076	citraconate/glutaconate	no
Metabolite	M29	X47437	X - 12680	no
Metabolite	M29	X47922	X - 12543	no
Metabolite	M29	X48195	fructose	no
Metabolite	M29	X48428	pyrraline	no
Metabolite	M29	X48448	3-hydroxypyridine sulfate	yes
Metabolite	M29	X49532	X - 23655	no
Metabolite	M29	X531	3-hydroxy-3-methylglutarate	no
Metabolite	M29	X569	caffeine	no
Metabolite	M29	X62558	1-carboxyethylisoleucine	no
Metabolite	M29	X62559	1-carboxyethylleucine	no
Metabolite	M29	X62562	1-carboxyethylvaline	no
Metabolite	M29	X62566	1-carboxyethylphenylalanine	no
Metabolite	M29	X62798	4-acetylcatechol sulfate (1)	no
Metabolite	M29	X62952	3,4-dihydroxybutyrate	no
Metabolite	M29	X63072	4-ethylcatechol sulfate	no
Metabolite	M29	X63567	X - 25797	no
Metabolite	M29	X63853	vanillic acid glycine	no
Metabolite	M3	X1444	pipecolate	yes
Metabolite	M3	X39592	S-methylcysteine	yes
Metabolite	M3	X43249	N-delta-acetylornithine	no
Metabolite	M3	X43378	S-methylcysteine sulfoxide	no
Metabolite	M3	X44878	methionine sulfone	no
Metabolite	M3	X47439	X - 13507	no
Metabolite	M3	X49515	X - 23639	no
Metabolite	M3	X53172	X - 24736	no
Metabolite	M3	X57547	2,3-dihydroxy-2-methylbutyrate	no
Metabolite	M3	X62403	X - 25217	no
Metabolite	M3	X62719	X - 25422	no
Metabolite	M3	X63359	levulinoylcarnitine	no
Metabolite	M30	X36098	4-vinylphenol sulfate	no
Metabolite	M30	X36845	o-cresol sulfate	no
